rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,800543,Josue De Paula,LAD,CIN,2026-09-16T22:40:00Z,Scheduled,1,Andrew Abbott,671096,L,67.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",90.5,44.3,62.8,88.7,50.0,21.8,50.0,,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,2,14,1,"Last 5 games: 2/14, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 22.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,22.2,66.7,94.8,101.6055,0.653,0.378,0.499,73.6,38.9,44.4,33.3,1.0,0.445,8.28,37.34,89.2,0.4242,0.1681,28.56,191 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,57,0,84,Great American Ball Park,,,,,,,,,,,
2,701538,Jackson Merrill,SD,COL,2026-09-17T00:40:00Z,Scheduled,5,Mason Adams,690279,R,66.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",54.7,68.5,62.2,81.9,80.0,100.0,50.0,,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,30,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.9% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.86,46.96,90.89,101.1371,0.4907,0.2242,0.347,72.95,27.96,37.42,30.48,22.3,0.1902,10.9,58.7,93.2,0.458,0.223,32.6,81 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,34,2,74,Coors Field,,,,,,,,,,,
3,665487,Fernando Tatis,SD,COL,2026-09-17T00:40:00Z,Scheduled,1,Mason Adams,690279,R,65.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",57.4,68.5,62.2,88.7,50.0,93.9,50.0,,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.9% barrel, 5.0 HR allowed",EV profile; pitcher allows elevated contact,12.12,53.48,93.09,104.5136,0.4915,0.2023,0.3749,75.65,58.12,34.87,22.08,22.9,0.1745,10.9,58.7,93.2,0.458,0.223,32.6,81 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,34,2,74,Coors Field,,,,,,,,,,,
4,805811,Bryce Eldridge,SF,STL,2026-09-16T17:15:00Z,Scheduled,2,Matthew Liberatore,669461,L,64.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",68.3,55.5,51.6,95.5,50.0,72.2,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 24.6 HR allowed",EV profile; pitcher fly-ball pressure modest,15.48,57.39,93.57,103.2818,0.475,0.2407,0.3573,72.86,27.8,37.15,36.42,11.2,0.1511,9.76,42.01,90.39,0.4587,0.1899,28.94,150 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,59,9,86,Busch Stadium,,,,,,,,,,,
5,665052,Griffin Conine,MIA,AZ,2026-09-17T01:40:00Z,Scheduled,4,Merrill Kelly,518876,R,64.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.3,60.4,61.2,90.4,80.0,54.3,50.0,,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 25.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.87,49.22,91.32,103.116,0.4544,0.2082,0.3433,74.26,44.25,41.97,23.48,11.1,0.2007,10.84,42.45,89.99,0.494,0.2125,26.43,150 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,30,7,100,Chase Field,,,,,,,,,,,
6,624413,Pete Alonso,BAL,NYM,2026-09-16T23:10:00Z,Scheduled,2,Robert Stock,476594,R,64.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",71.6,52.4,41.8,95.5,50.0,79.9,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 1.7 HR allowed",EV profile; pitcher allows elevated contact,15.33,55.38,93.71,104.1598,0.5496,0.2696,0.3909,74.78,48.3,36.57,30.39,35.9,0.2352,8.67,40.48,90.66,0.5107,0.2075,31.81,136 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,64,0,65,Citi Field,,,,,,,,,,,
7,621566,Matt Olson,ATL,NYM,2026-09-16T23:40:00Z,Scheduled,3,Shota Imanaga,684007,L,63.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Sheet Consensus",66.2,53.7,50.8,92.1,50.0,59.1,80.6,100.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.3% barrel, 33.1 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.61,52.25,92.95,103.7159,0.5018,0.2545,0.3558,74.53,47.68,38.14,33.34,36.0,0.2435,10.27,38.67,89.23,0.4284,0.1926,34.74,251 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.9484&lon=-87.6553,84,8,75,Wrigley Field,,22.7,0.398,96,11,103,37.5,3,3.3,6,Elite LHH power; weather only mild and possible delay
8,699024,Leo Bernal,STL,SF,2026-09-16T17:15:00Z,Scheduled,5,Anthony Molina,683627,R,63.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",71.2,48.3,51.6,81.9,75.0,63.1,50.0,,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 8.3% barrel, 5.7 HR allowed",lift-pull EV profile; pitcher allows elevated contact,11.9,69.0,95.1,103.1654,0.577,0.254,0.405,74.4,40.0,42.9,38.1,3.0,0.231,8.3,42.17,88.26,0.4905,0.2112,31.47,150 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,59,9,86,Busch Stadium,,,,,,,,,,,
9,669065,Kyle Stowers,MIA,AZ,2026-09-17T01:40:00Z,Scheduled,1,Merrill Kelly,518876,R,63.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",63.0,60.4,61.2,88.7,80.0,3.4,50.0,,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,0,"Last 7 games: 4/28, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 25.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.41,55.43,92.01,103.3884,0.4628,0.2244,0.3407,75.28,54.18,45.71,32.34,20.8,0.2287,10.84,42.45,89.99,0.494,0.2125,26.43,150 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,30,7,100,Chase Field,,,,,,,,,,,
10,700250,Ben Rice,NYY,MIN,2026-09-16T17:40:00Z,Scheduled,1,Zebby Matthews,805673,R,63.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",63.9,55.4,44.1,88.7,80.0,64.8,50.0,,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 19.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.63,50.64,92.39,102.4689,0.5236,0.2527,0.3812,72.91,27.59,44.75,30.88,34.4,0.2594,10.74,40.83,90.18,0.4407,0.183,28.43,306 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=44.9817&lon=-93.2776,44,0,69,Target Field,,,,,,,,,,,
11,682987,Spencer Jones,NYY,MIN,2026-09-16T17:40:00Z,Scheduled,5,Zebby Matthews,805673,R,62.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",67.0,55.4,44.1,81.9,80.0,58.0,50.0,,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,1,Contact streak: 10/26 over last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 19.7 HR allowed",EV profile; pitcher fly-ball pressure modest,15.6,55.2,94.1,104.5065,0.449,0.203,0.333,77.2,72.1,34.1,35.6,9.0,0.184,10.74,40.83,90.18,0.4407,0.183,28.43,306 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=44.9817&lon=-93.2776,44,0,69,Target Field,,,,,,,,,,,
12,670541,Yordan Alvarez,HOU,KC,2026-09-17T00:10:00Z,Scheduled,2,Daniel Lynch IV,663738,L,61.7,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",77.6,33.7,56.1,95.5,50.0,43.7,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 6.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.34,52.9,94.35,104.8168,0.6127,0.3042,0.428,76.17,62.08,40.88,35.96,28.4,0.2431,6.56,38.72,88.81,0.4042,0.1522,24.93,135 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=29.7573&lon=-95.3555,77,5,86,Daikin Park,,,,,,,,,,,
13,592518,Manny Machado,SD,COL,2026-09-17T00:40:00Z,Scheduled,3,Mason Adams,690279,R,61.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.0,68.5,62.2,92.1,50.0,46.4,50.0,,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.9% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.87,46.46,91.15,101.873,0.4488,0.1939,0.3407,74.64,44.86,39.38,28.57,27.7,0.192,10.9,58.7,93.2,0.458,0.223,32.6,81 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,34,2,74,Coors Field,,,,,,,,,,,
14,682985,Riley Greene,DET,TOR,2026-09-16T19:07:00Z,Scheduled,4,Max Scherzer,453286,R,61.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",62.1,49.8,43.9,90.4,80.0,55.9,50.0,,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 10.2% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.7,47.04,90.25,102.59,0.5022,0.2445,0.3607,75.6,57.94,38.91,33.59,24.8,0.2098,10.23,36.31,88.02,0.4361,0.1932,34.37,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,80,42,68,Rogers Centre,,,,,,,,,,,
15,660670,Ronald Acuna,ATL,NYM,2026-09-16T23:40:00Z,Scheduled,2,Shota Imanaga,684007,L,61.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.2,53.7,50.8,95.5,78.0,58.7,25.7,50.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 33.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.18,46.97,90.81,103.0853,0.4951,0.2349,0.3718,75.98,62.46,35.95,27.67,18.2,0.1993,10.27,38.67,89.23,0.4284,0.1926,34.74,251 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.9484&lon=-87.6553,84,8,75,Wrigley Field,,12.0,0.041,94,1,74,0,3,4.17,1,EV helps but ISO not HR-friendly today
16,608369,Corey Seager,TEX,BOS,2026-09-17T00:05:00Z,Scheduled,2,Jake Bennett,687562,L,61.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",62.6,38.1,62.6,95.5,50.0,83.6,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 12.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.02,50.1,92.13,102.5632,0.5095,0.249,0.3671,71.8,15.16,40.92,30.92,18.9,0.209,8.0,38.7,88.5,0.389,0.153,27.2,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,31,0,99,Globe Life Field,,,,,,,,,,,
17,695600,Carter Jensen,KC,HOU,2026-09-17T00:10:00Z,Scheduled,1,Cristian Javier,664299,R,60.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",61.3,41.6,56.1,88.7,80.0,60.7,50.0,,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 7.2 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.78,49.13,92.6,103.1207,0.479,0.227,0.3546,74.1,38.73,41.07,31.05,17.7,0.229,8.39,35.57,89.11,0.4033,0.1635,37.47,135 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=29.7573&lon=-95.3555,77,5,86,Daikin Park,,,,,,,,,,,
18,665833,Oneil Cruz,PIT,MIL,2026-09-16T22:40:00Z,Scheduled,4,Logan Henderson,701656,R,60.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",70.0,36.4,42.8,90.4,80.0,52.3,50.0,,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 9.3 HR allowed",EV profile; pitcher allows elevated contact,16.74,55.41,95.1,106.5841,0.4649,0.2224,0.3478,78.31,76.1,40.02,23.17,18.6,0.1969,8.53,35.81,88.59,0.352,0.1428,32.68,117 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.4469&lon=-80.0057,64,0,74,PNC Park,,,,,,,,,,,
19,681715,Heriberto Hernandez,MIA,AZ,2026-09-17T01:40:00Z,Scheduled,2,Merrill Kelly,518876,R,59.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.4,60.4,61.2,95.5,50.0,13.0,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 10.8% barrel, 25.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.75,46.73,90.9,101.674,0.4672,0.2229,0.3459,74.0,43.92,46.82,30.76,19.8,0.2077,10.84,42.45,89.99,0.494,0.2125,26.43,150 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,30,7,100,Chase Field,,,,,,,,,,,
20,671277,Luis Garcia,NYY,MIN,2026-09-16T17:40:00Z,Scheduled,4,Zebby Matthews,805673,R,59.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.7,55.4,44.1,90.4,80.0,65.2,50.0,,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,46.85,91.25,102.0001,0.4959,0.2121,0.3481,73.73,39.9,41.85,23.45,25.8,0.2293,10.74,40.83,90.18,0.4407,0.183,28.43,306 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=44.9817&lon=-93.2776,44,0,69,Target Field,,,,,,,,,,,
