rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
11,656941,Kyle Schwarber,PHI,NYM,2026-07-18T20:05:00Z,Scheduled,2,Sean Manaea,640455,L,66.4,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",81.4,41.3,57.8,95.5,50.0,61.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 10.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.61,55.19,93.74,104.6404,0.5383,0.2931,0.3835,77.16,76.12,54.42,34.65,39.2,0.3104,8.34,40.71,88.61,0.4101,0.1652,25.67,223 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,52,0,84,Citizens Bank Park,
12,678246,Miguel Vargas,CWS,TOR,2026-07-18T19:07:00Z,Scheduled,3,Shane Bieber,669456,R,65.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot",56.7,86.1,48.9,92.1,50.0,33.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 13.7% barrel, 7.3 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.53,45.05,90.33,100.5976,0.5001,0.2382,0.3757,73.05,35.08,42.95,36.36,19.5,0.2216,13.7,53.38,93.2,0.6253,0.2929,28.76,84 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,81,1,70,Rogers Centre,
13,668709,JJ Bleday,CIN,COL,2026-07-18T19:10:00Z,Scheduled,3,Tomoyuki Sugano,608372,R,65.8,Tier 3,Watch List,"Projected Lineup, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",40.6,74.3,67.7,92.1,80.0,87.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 13.3% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.48,41.57,89.05,100.1552,0.4269,0.183,0.3404,73.24,29.36,47.21,31.52,15.4,0.2333,13.34,43.16,90.42,0.5513,0.2476,31.4,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,23,4,91,Coors Field,
14,669127,Shea Langeliers,ATH,WSH,2026-07-19T02:05:00Z,Scheduled,3,Zack Littell,641793,R,64.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.4,67.7,62.9,92.1,50.0,43.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.9% barrel, 26.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.89,44.9,91.53,102.5125,0.4987,0.2365,0.3511,74.78,49.33,39.81,30.96,24.7,0.2401,10.95,44.12,91.39,0.5154,0.2341,32.0,213 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,18,0,93,Sutter Health Park,
15,691016,Tyler Soderstrom,ATH,WSH,2026-07-19T02:05:00Z,Scheduled,2,Zack Littell,641793,R,63.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.6,67.7,62.9,95.5,80.0,45.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.9% barrel, 26.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.77,46.44,90.62,102.0502,0.4416,0.1834,0.3431,74.35,42.94,35.93,26.3,18.0,0.2218,10.95,44.12,91.39,0.5154,0.2341,32.0,213 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,18,0,93,Sutter Health Park,
16,682985,Riley Greene,DET,LAA,2026-07-19T02:07:00Z,Scheduled,4,Grayson Rodriguez,680570,R,63.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.2,60.5,57.2,90.4,80.0,16.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.72,48.51,90.95,102.8018,0.4833,0.2277,0.3551,75.67,58.67,39.82,32.47,19.9,0.1937,8.7,51.0,91.4,0.531,0.22,28.8,215 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,53,1,83,Angel Stadium,
17,545361,Mike Trout,LAA,DET,2026-07-19T02:07:00Z,Scheduled,2,Tarik Skubal,669373,L,62.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",70.7,29.4,57.2,95.5,78.0,63.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,18.6,49.09,90.83,103.4864,0.5314,0.2768,0.393,74.84,49.97,39.94,33.1,20.4,0.228,7.54,35.66,87.22,0.3538,0.1268,24.85,215 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,53,1,83,Angel Stadium,
18,641343,Jake Bauers,MIL,MIA,2026-07-18T20:10:00Z,Scheduled,5,Max Meyer,676974,R,62.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",61.1,45.2,63.1,81.9,80.0,61.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 11.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.98,50.85,92.26,103.1912,0.4703,0.2209,0.3617,76.71,70.91,39.22,30.4,14.7,0.2158,8.71,43.72,90.22,0.3977,0.1595,25.79,242 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.0280&lon=-87.9712,47,8,92,American Family Field,
19,664040,Brandon Lowe,PIT,CLE,2026-07-18T17:10:00Z,Scheduled,2,Gavin Williams,668909,R,62.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.7,58.2,51.1,95.5,80.0,43.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","platoon edge; pitcher baseline 11.0% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.65,45.97,90.96,101.6145,0.464,0.2156,0.3378,73.76,40.61,45.67,33.27,24.0,0.235,11.03,47.31,90.75,0.4246,0.1845,24.39,145 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.4962&lon=-81.6852,47,0,80,Progressive Field,
20,676369,Nelson Velazquez,STL,AZ,2026-07-18T20:10:00Z,Scheduled,4,Brandon Pfaadt,694297,R,62.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",71.9,50.3,54.2,90.4,50.0,18.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,1,"Last 7 games: 2/18, 1 HR","same-side matchup; pitcher baseline 10.3% barrel, 13.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,11.9,66.7,94.7,103.0649,0.569,0.282,0.394,74.9,55.7,45.2,33.3,4.0,0.263,10.34,40.69,89.54,0.4457,0.1876,21.24,159 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,47,3,93,Chase Field,
21,664040,Brandon Lowe,PIT,CLE,2026-07-18T23:10:00Z,Scheduled,2,Logan Allen,671106,L,61.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.7,68.2,51.1,95.5,50.0,43.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","same-side matchup; pitcher baseline 15.5% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.65,45.97,90.96,101.6145,0.464,0.2156,0.3378,73.76,40.61,45.67,33.27,24.0,0.235,15.47,49.4,92.38,0.428,0.1845,32.53,145 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.4962&lon=-81.6852,47,0,80,Progressive Field,
22,668804,Bryan Reynolds,PIT,CLE,2026-07-18T23:10:00Z,Scheduled,3,Logan Allen,671106,L,61.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.0,67.6,51.1,92.1,75.0,59.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 15.5% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.1,46.91,90.99,102.004,0.4512,0.1925,0.3597,72.69,29.07,40.29,24.69,14.6,0.1829,15.47,49.4,92.38,0.428,0.1845,32.53,145 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.4962&lon=-81.6852,47,0,80,Progressive Field,
23,668715,Spencer Steer,CIN,COL,2026-07-18T19:10:00Z,Scheduled,5,Tomoyuki Sugano,608372,R,61.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Hot Hitter/Streak",41.4,74.3,67.7,81.9,50.0,76.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 13.3% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.59,37.54,89.05,99.1064,0.4345,0.1938,0.3322,71.04,7.24,46.45,29.74,17.5,0.1856,13.34,43.16,90.42,0.5513,0.2476,31.4,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,23,4,91,Coors Field,
24,643217,Andrew Benintendi,CWS,TOR,2026-07-18T19:07:00Z,Scheduled,5,Shane Bieber,669456,R,61.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Platoon Edge",41.1,86.1,48.9,81.9,80.0,21.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 13.7% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.19,45.16,88.77,99.0486,0.4349,0.1844,0.3256,69.54,4.43,52.69,31.36,13.0,0.1854,13.7,53.38,93.2,0.6253,0.2929,28.76,84 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,81,1,70,Rogers Centre,
25,553993,Eugenio Suarez,CIN,COL,2026-07-18T19:10:00Z,Scheduled,4,Tomoyuki Sugano,608372,R,61.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Hot Hitter/Streak",37.2,74.3,67.7,90.4,50.0,77.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 13.3% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.15,36.54,88.66,99.7521,0.3671,0.1708,0.2822,71.74,20.62,48.24,32.64,23.1,0.2245,13.34,43.16,90.42,0.5513,0.2476,31.4,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,23,4,91,Coors Field,
26,695506,Jac Caglianone,KC,SD,2026-07-18T20:10:00Z,Scheduled,3,Griffin Canning,656288,R,61.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.7,48.2,50.7,92.1,80.0,40.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.03,51.85,91.92,104.9754,0.4758,0.215,0.3448,77.33,74.76,43.02,22.82,12.6,0.18,9.01,46.96,90.78,0.414,0.1645,23.68,211 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,79,14,80,Kauffman Stadium,
27,666160,Mickey Moniak,COL,CIN,2026-07-18T19:10:00Z,Scheduled,2,Rhett Lowder,695076,R,60.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.5,49.7,67.7,95.5,80.0,17.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 9.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.68,43.62,89.56,100.5401,0.4585,0.2203,0.3181,74.22,43.42,49.11,38.8,17.7,0.2788,9.5,38.8,90.6,0.456,0.186,26.5,149 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,23,4,91,Coors Field,
