rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,592450,Aaron Judge,NYY,COL,2026-09-10T23:05:00Z,Scheduled,3,Ryan Feltner,663372,R,67.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",90.3,42.2,64.7,92.1,50.0,18.0,50.0,,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 8.2% barrel, 14.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,22.49,57.78,94.49,105.7636,0.6275,0.3516,0.4254,76.34,66.51,41.06,34.34,27.8,0.3038,8.23,36.61,88.04,0.4323,0.1814,29.02,176 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,66,1,80,Yankee Stadium,,,,,,,,,,,
2,656941,Kyle Schwarber,PHI,STL,2026-09-10T17:05:00Z,Scheduled,1,Cristian Javier,664299,R,66.9,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",75.8,43.9,60.3,88.7,80.0,74.5,47.5,68.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 7.2 HR allowed",lift-pull EV profile; pitcher allows elevated contact,18.07,52.67,92.97,104.1822,0.5278,0.2833,0.3786,77.23,75.7,54.84,32.83,46.9,0.2964,8.53,36.41,89.53,0.4124,0.1691,37.75,180 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,62,0,81,Citizens Bank Park,,14.1,0.216,94,9,139,25,6,4.88,2,Power volume; less clean pitcher split than Harper
3,608369,Corey Seager,TEX,SEA,2026-09-10T20:10:00Z,Scheduled,2,Logan Gilbert,669302,R,63.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",63.0,49.4,44.4,95.5,80.0,78.4,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 24.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.23,50.31,92.06,102.5729,0.5095,0.249,0.3678,71.73,14.88,40.57,31.41,17.5,0.2034,9.79,41.63,90.03,0.388,0.1624,28.82,303 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,61,1,73,T-Mobile Park,,,,,,,,,,,
4,670541,Yordan Alvarez,HOU,PHI,2026-09-10T17:05:00Z,Scheduled,2,Zack Wheeler,554430,R,63.1,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",78.4,26.8,60.3,95.5,80.0,37.8,50.0,,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","platoon edge; pitcher baseline 6.6% barrel, 19.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.48,53.04,94.42,104.864,0.6183,0.3077,0.4308,76.17,62.08,41.23,36.24,28.4,0.2452,6.57,34.73,87.05,0.3242,0.1233,26.58,180 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,62,0,81,Citizens Bank Park,,,,,,,,,,,
5,808959,Munetaka Murakami,CWS,PIT,2026-09-10T23:40:00Z,Scheduled,3,Jared Jones,683003,R,63.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",75.7,40.2,46.0,92.1,80.0,40.1,50.0,,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 12.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.9,57.3,93.9,104.3644,0.456,0.254,0.344,74.8,50.7,44.9,38.8,30.0,0.264,8.1,39.3,89.7,0.38,0.159,26.5,270 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,76,1,76,Rate Field,,,,,,,,,,,
6,700250,Ben Rice,NYY,COL,2026-09-10T23:05:00Z,Scheduled,1,Ryan Feltner,663372,R,62.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",63.9,42.2,64.7,88.7,80.0,50.3,50.0,,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 14.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.63,50.85,92.39,102.5453,0.5229,0.2527,0.3805,72.91,27.94,45.1,30.67,33.0,0.258,8.23,36.61,88.04,0.4323,0.1814,29.02,176 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,66,1,80,Yankee Stadium,,,,,,,,,,,
7,682987,Spencer Jones,NYY,COL,2026-09-10T23:05:00Z,Scheduled,5,Ryan Feltner,663372,R,62.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",67.0,42.2,64.7,81.9,80.0,46.0,50.0,,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 14.5 HR allowed",EV profile; pitcher fly-ball pressure modest,15.8,55.5,94.1,104.2649,0.438,0.204,0.324,77.2,72.9,32.5,35.0,9.0,0.198,8.23,36.61,88.04,0.4323,0.1814,29.02,176 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,66,1,80,Yankee Stadium,,,,,,,,,,,
8,621566,Matt Olson,ATL,NYM,2026-09-10T16:15:00Z,Scheduled,3,Nick Martinez,607259,R,59.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Sheet Consensus",65.9,35.2,55.4,92.1,80.0,0.0,80.6,100.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,25,0,"Last 7 games: 2/25, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 19.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.75,51.34,92.81,103.753,0.5018,0.2559,0.3551,74.53,47.54,38.35,33.27,34.6,0.2428,6.93,33.59,87.46,0.4198,0.153,28.61,109 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,48,1,84,Truist Park,,22.7,0.398,96,11,103,37.5,3,3.3,6,Elite LHH power; weather only mild and possible delay
9,663728,Cal Raleigh,SEA,TEX,2026-09-10T20:10:00Z,Scheduled,4,Jacob deGrom,594798,R,59.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.8,46.0,44.4,90.4,75.0,52.3,50.0,,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"switch hitter; pitcher baseline 8.7% barrel, 21.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,16.42,42.11,90.25,101.1786,0.4462,0.2432,0.3318,75.06,52.18,54.15,42.29,32.7,0.2391,8.67,44.0,90.31,0.3882,0.1581,29.25,303 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,61,1,73,T-Mobile Park,,,,,,,,,,,
10,691406,Junior Caminero,TB,ATH,2026-09-10T16:15:00Z,Scheduled,3,Martín Pérez,527048,L,58.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",62.2,40.2,55.4,92.1,78.0,56.2,14.4,48.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 10.9 HR allowed",EV profile; pitcher fly-ball pressure modest,13.3,50.77,92.75,105.2085,0.4982,0.2299,0.3593,79.27,84.27,45.66,23.42,40.8,0.2591,8.28,38.49,88.27,0.4297,0.1681,23.92,109 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,48,1,84,Truist Park,,0,0,0,0,0,0,37,0,0,Ballpark Pal top hitter 27.9%; best park/weather on slate
