rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
11,624413,Pete Alonso,BAL,TEX,2026-08-08T23:15:00Z,Scheduled,2,Jacob deGrom,594798,R,63.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",69.6,49.3,62.6,95.5,50.0,31.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 19.0 HR allowed",EV profile; pitcher fly-ball pressure modest,14.84,55.03,93.85,104.1142,0.5321,0.2591,0.3804,74.78,49.21,36.15,30.67,27.5,0.2205,8.81,44.14,90.45,0.3959,0.1651,29.53,133 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,33,0,98,Globe Life Field,
12,691718,Pete Crow-Armstrong,CHC,KC,2026-08-08T23:10:00Z,Scheduled,1,Seth Lugo,607625,R,62.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",54.2,56.8,50.7,88.7,80.0,78.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 18.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.4,47.27,90.13,101.6789,0.475,0.2218,0.3525,74.17,43.41,49.67,35.15,27.5,0.2522,9.49,44.01,90.21,0.4716,0.2009,29.88,187 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,64,0,84,Kauffman Stadium,
13,547180,Bryce Harper,PHI,TOR,2026-08-08T22:05:00Z,Scheduled,3,Max Scherzer,453286,R,62.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.1,55.5,54.3,92.1,80.0,70.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.67,45.82,90.6,102.0452,0.5039,0.2303,0.382,74.24,46.48,38.47,27.45,24.9,0.2379,11.35,38.48,88.65,0.4722,0.2146,29.12,347 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,86,39,77,Citizens Bank Park,
14,691023,Jordan Walker,STL,COL,2026-08-08T23:15:00Z,Scheduled,2,Kyle Freeland,607536,L,61.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",55.3,60.0,50.1,95.5,78.0,27.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,33,0,"Last 7 games: 10/33, 0 HR","platoon edge; pitcher baseline 10.3% barrel, 21.3 HR allowed",EV profile; pitcher fly-ball pressure modest,12.44,48.46,92.72,104.7481,0.4463,0.1907,0.3312,78.87,83.05,38.38,23.56,17.2,0.1708,10.31,44.29,90.54,0.4807,0.1973,29.43,205 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,59,1,89,Busch Stadium,
15,805811,Bryce Eldridge,SF,DET,2026-08-08T23:15:00Z,Scheduled,1,Jackson Jobe,695549,R,61.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",69.2,47.4,45.3,88.7,80.0,22.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 7.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.69,57.6,93.36,103.2111,0.4757,0.247,0.3545,73.07,28.57,39.67,37.19,7.7,0.149,8.7,43.3,89.1,0.438,0.196,28.0,289 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,72,1,67,Oracle Park,
16,696100,Hunter Goodman,COL,STL,2026-08-08T23:15:00Z,Scheduled,4,Matthew Liberatore,669461,L,61.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",58.7,52.6,50.1,90.4,78.0,47.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.42,45.99,90.66,102.7951,0.4588,0.2273,0.3234,75.0,49.72,48.21,32.69,32.4,0.2756,9.2,41.94,90.46,0.4489,0.1815,28.31,205 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,59,1,89,Busch Stadium,
17,687952,Christian Encarnacion-Strand,BAL,TEX,2026-08-08T23:15:00Z,Scheduled,4,Jacob deGrom,594798,R,61.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",70.0,49.3,62.6,90.4,50.0,0.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 19.0 HR allowed",EV profile; pitcher fly-ball pressure modest,19.29,42.67,92.03,102.1523,0.5445,0.2927,0.3562,73.32,32.07,41.75,27.41,3.9,0.2222,8.81,44.14,90.45,0.3959,0.1651,29.53,133 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,33,0,98,Globe Life Field,
18,686948,Drake Baldwin,ATL,NYY,2026-08-08T19:05:00Z,Pre-Game,1,Gerrit Cole,543037,R,61.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.8,46.3,68.2,93.2,80.0,13.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.17,50.65,91.63,102.3373,0.501,0.2227,0.3719,75.09,54.06,31.1,24.2,19.7,0.1887,9.5,42.6,90.1,0.376,0.144,32.8,Out To LF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,94,87,74,Yankee Stadium,
19,676475,Alec Burleson,STL,COL,2026-08-08T23:15:00Z,Scheduled,4,Kyle Freeland,607536,L,61.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",53.6,60.0,50.1,90.4,50.0,89.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.97,47.34,91.56,101.9078,0.5179,0.2284,0.3716,73.07,32.25,43.96,27.89,18.0,0.1851,10.31,44.29,90.54,0.4807,0.1973,29.43,205 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,59,1,89,Busch Stadium,
20,691406,Junior Caminero,TB,SEA,2026-08-09T01:50:00Z,Scheduled,3,George Kirby,669923,R,60.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",65.1,42.4,48.9,92.1,50.0,85.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 7.9% barrel, 15.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.93,51.12,92.89,105.4675,0.515,0.2439,0.3684,79.41,85.88,45.52,23.7,36.6,0.2724,7.9,42.5,90.04,0.4004,0.1458,25.64,317 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,46,0,82,T-Mobile Park,
