rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
66,677594,Julio Rodriguez,SEA,SF,2026-07-19T20:10:00Z,Scheduled,2,Robbie Ray,592662,L,54.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",47.2,51.3,25.4,95.5,78.0,38.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.24,45.34,90.68,102.8797,0.4727,0.2013,0.3468,76.54,65.65,36.53,24.86,19.4,0.1769,9.46,40.36,89.67,0.4137,0.1821,35.97,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,,,,T-Mobile Park,
67,695657,Colson Montgomery,CWS,TOR,2026-07-19T16:15:00Z,Pre-Game,4,Trey Yesavage,702056,R,53.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.7,31.0,45.4,94.9,80.0,15.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 4.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.8,43.94,89.19,102.0908,0.4618,0.236,0.3298,76.51,68.13,49.09,35.12,22.4,0.2599,6.16,43.16,90.15,0.3354,0.1226,24.9,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,77,0,72,Rogers Centre,
68,694671,Wyatt Langford,TEX,ATL,2026-07-19T17:35:00Z,Pre-Game,2,Grant Holmes,656550,R,53.9,Longshot,Watch List,Premium Lineup Spot,39.9,50.0,52.4,100.0,50.0,46.9,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.59,40.14,89.51,100.7813,0.4221,0.1827,0.3173,72.82,26.69,38.55,29.41,12.9,0.204,9.26,42.95,90.52,0.4154,0.1726,27.53,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,78,23,82,Truist Park,
69,596019,Francisco Lindor,NYM,PHI,2026-07-19T17:35:00Z,Pre-Game,4,Alan Rangel,660604,R,53.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",43.9,37.4,59.8,94.9,75.0,26.4,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","switch hitter; pitcher baseline 8.8% barrel, 2.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.55,47.55,91.48,100.3117,0.4365,0.1835,0.3352,72.12,21.44,44.69,28.55,12.8,0.164,8.82,35.98,88.78,0.3822,0.1548,30.9,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,84,22,78,Citizens Bank Park,
70,553993,Eugenio Suarez,CIN,COL,2026-07-19T19:10:00Z,Scheduled,4,Ryan Feltner,663372,R,53.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",38.1,41.7,70.2,90.4,50.0,71.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.5,36.68,88.8,99.8795,0.3678,0.1722,0.2822,71.74,20.76,47.82,32.78,23.1,0.2217,8.02,38.01,88.53,0.4344,0.1856,27.62,40 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,18,0,94,Coors Field,
71,669065,Kyle Stowers,MIA,MIL,2026-07-19T18:10:00Z,Scheduled,5,Robert Gasser,688107,L,53.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",59.4,36.6,55.1,81.9,50.0,18.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","same-side matchup; pitcher baseline 8.4% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.99,53.33,91.59,103.1211,0.4572,0.2153,0.3386,75.14,52.75,47.81,29.47,15.9,0.2238,8.37,34.46,88.41,0.3869,0.1656,28.29,38 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.0280&lon=-87.9712,77,0,76,American Family Field,
72,693307,Dillon Dingler,DET,LAA,2026-07-19T20:07:00Z,Scheduled,2,Ryan Johnson,696270,R,53.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.4,42.5,56.7,95.5,50.0,14.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.74,46.68,89.86,101.1673,0.5065,0.2186,0.3692,71.91,16.56,40.45,29.06,17.2,0.2156,8.08,37.96,88.03,0.4402,0.1819,33.67,232 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,56,1,84,Angel Stadium,
73,681624,Andy Pages,LAD,NYY,2026-07-19T16:35:00Z,Pre-Game,2,Cam Schlittler,693645,R,53.5,Longshot,Watch List,"Good Environment, Premium Lineup Spot",38.9,36.3,74.2,100.0,50.0,46.0,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.47,42.59,88.95,100.2268,0.4427,0.177,0.3335,72.88,26.89,36.5,29.49,20.0,0.196,8.27,39.29,88.23,0.3616,0.1421,27.37,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,95,33,74,Yankee Stadium,
74,518692,Freddie Freeman,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,3,,,,53.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.0,41.2,60.7,92.1,60.0,14.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.47,45.14,90.62,100.8553,0.4894,0.2063,0.371,70.32,8.96,36.33,29.45,17.7,0.1986,,,,,,,175 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,95,33,74,Yankee Stadium,
75,592885,Christian Yelich,MIL,MIA,2026-07-19T18:10:00Z,Scheduled,1,Eury Pérez,691587,R,53.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",34.4,52.4,55.1,88.7,80.0,32.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 11.5% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.06,43.6,89.43,101.0975,0.3858,0.1562,0.3083,73.19,32.59,35.57,20.0,12.9,0.1544,11.52,41.11,88.75,0.3961,0.1847,31.43,38 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.0280&lon=-87.9712,77,0,76,American Family Field,
76,686469,Vinnie Pasquantino,KC,SD,2026-07-19T18:10:00Z,Scheduled,5,Germán Márquez,608566,R,53.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.7,61.0,51.2,81.9,80.0,18.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.35,39.94,89.22,99.6659,0.4112,0.1644,0.3193,70.96,14.43,43.28,28.09,13.8,0.1466,10.19,46.4,90.09,0.4851,0.2138,33.47,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,49,12,91,Kauffman Stadium,
77,521692,Salvador Perez,KC,SD,2026-07-19T18:10:00Z,Scheduled,6,Germán Márquez,608566,R,53.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",44.8,61.0,51.2,71.7,50.0,30.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 10.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.16,44.04,89.37,100.8235,0.436,0.196,0.3101,72.06,22.52,42.05,29.87,17.4,0.161,10.19,46.4,90.09,0.4851,0.2138,33.47,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,49,12,91,Kauffman Stadium,
78,669394,Jake Burger,TEX,ATL,2026-07-19T17:35:00Z,Pre-Game,5,Grant Holmes,656550,R,53.1,Longshot,Watch List,Strong Barrel,47.7,50.0,52.4,86.4,50.0,18.3,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.59,46.75,89.98,102.6724,0.4269,0.1879,0.3121,75.09,55.39,42.58,27.2,16.0,0.1802,9.26,42.95,90.52,0.4154,0.1726,27.53,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,78,23,82,Truist Park,
79,657041,Lane Thomas,KC,SD,2026-07-19T18:10:00Z,Scheduled,4,Germán Márquez,608566,R,53.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",28.3,61.0,51.2,90.4,50.0,85.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.48,39.35,89.06,99.7386,0.3665,0.1334,0.3102,72.49,23.15,44.64,25.51,7.5,0.1596,10.19,46.4,90.09,0.4851,0.2138,33.47,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,49,12,91,Kauffman Stadium,
80,681624,Andy Pages,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,2,,,,52.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.9,41.2,60.7,95.5,60.0,46.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.47,42.59,88.95,100.2268,0.4427,0.177,0.3335,72.88,26.89,36.5,29.49,20.0,0.196,,,,,,,175 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,95,33,74,Yankee Stadium,
81,678246,Miguel Vargas,CWS,TOR,2026-07-19T16:15:00Z,Pre-Game,3,Trey Yesavage,702056,R,52.7,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",56.3,31.0,45.4,96.6,50.0,37.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 6.2% barrel, 4.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.39,45.05,90.26,100.6029,0.5001,0.2375,0.375,73.05,35.15,42.74,36.01,19.5,0.2216,6.16,43.16,90.15,0.3354,0.1226,24.9,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,77,0,72,Rogers Centre,
82,669477,Casey Schmitt,SF,SEA,2026-07-19T20:10:00Z,Scheduled,3,Logan Gilbert,669302,R,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.5,50.9,25.4,92.1,50.0,60.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.0% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.45,44.29,89.71,100.6908,0.4962,0.2136,0.3511,72.26,25.71,40.57,32.87,16.9,0.1969,10.0,42.96,90.59,0.3943,0.1638,29.24,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,,,,T-Mobile Park,
83,683748,Victor Mesa,TB,BOS,2026-07-19T17:35:00Z,Pre-Game,6,Sonny Gray,543243,R,52.6,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",37.3,37.8,60.2,71.7,80.0,98.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,17,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 14.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.06,39.47,89.21,99.7435,0.4017,0.1704,0.3221,73.68,34.44,45.49,28.52,4.5,0.1973,7.98,38.11,89.11,0.3908,0.1467,23.27,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3467&lon=-71.0972,89,30,68,Fenway Park,
84,681481,Kerry Carpenter,DET,LAA,2026-07-19T20:07:00Z,Scheduled,6,Ryan Johnson,696270,R,52.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.0,42.5,56.7,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,14,0,"Last 7 games: 0/14, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 7.5 HR allowed",fly-ball profile; pitcher allows elevated contact,11.41,47.01,90.7,99.9657,0.4272,0.2053,0.3112,71.9,16.52,44.07,37.93,16.9,0.2345,8.08,37.96,88.03,0.4402,0.1819,33.67,232 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,56,1,84,Angel Stadium,
85,676724,Jared Young,NYM,PHI,2026-07-19T17:35:00Z,Pre-Game,6,Alan Rangel,660604,R,52.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",44.4,37.6,59.8,76.2,80.0,36.5,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 6 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,0,Contact streak: 8/22 over last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 2.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.92,44.27,88.31,100.7409,0.4217,0.1955,0.317,73.44,34.37,41.68,26.6,5.4,0.2131,8.82,35.98,88.78,0.3822,0.1548,30.9,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,84,22,78,Citizens Bank Park,
86,671218,Heliot Ramos,SF,SEA,2026-07-19T20:10:00Z,Scheduled,1,Logan Gilbert,669302,R,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.9,50.9,25.4,88.7,50.0,22.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 10.0% barrel, 15.8 HR allowed",EV profile; pitcher fly-ball pressure modest,13.7,49.22,92.29,103.2576,0.4674,0.2023,0.334,72.74,30.0,35.34,23.86,11.9,0.1734,10.0,42.96,90.59,0.3943,0.1638,29.24,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,,,,T-Mobile Park,
87,805999,A.J. Ewing,NYM,PHI,2026-07-19T17:35:00Z,Pre-Game,1,Alan Rangel,660604,R,51.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",34.9,37.6,59.8,93.2,80.0,40.3,Yes,No,1,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 2.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.5,43.5,89.7,100.3973,0.425,0.158,0.336,70.5,11.7,32.0,26.5,7.0,0.161,8.82,35.98,88.78,0.3822,0.1548,30.9,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.9061&lon=-75.1665,84,22,78,Citizens Bank Park,
88,663886,Tyler Stephenson,CIN,COL,2026-07-19T19:10:00Z,Scheduled,6,Ryan Feltner,663372,R,51.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment",45.7,41.7,70.2,71.7,50.0,32.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.28,45.77,90.5,100.3589,0.4207,0.1865,0.3235,70.8,8.96,38.27,32.03,8.1,0.1417,8.02,38.01,88.53,0.4344,0.1856,27.62,40 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,18,0,94,Coors Field,
89,802139,JJ Wetherholt,STL,AZ,2026-07-19T20:10:00Z,Scheduled,1,Eduardo Rodriguez,593958,L,51.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.9,46.9,55.7,88.7,50.0,42.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,45.6,90.0,99.4791,0.439,0.177,0.352,72.4,22.9,37.7,30.6,14.0,0.144,9.18,36.6,88.41,0.4555,0.1909,27.75,157 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,38,1,94,Chase Field,
90,665489,Vladimir Guerrero Jr.,TOR,CWS,2026-07-19T16:15:00Z,Pre-Game,3,Sean Burke,680732,R,51.6,Longshot,Watch List,Premium Lineup Spot,40.9,42.5,45.4,96.6,50.0,61.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.63,46.57,90.67,103.2609,0.443,0.1486,0.3588,76.28,63.43,35.95,18.68,11.1,0.1204,8.4,38.08,89.11,0.3947,0.1613,30.63,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,77,0,72,Rogers Centre,
91,663728,Cal Raleigh,SEA,SF,2026-07-19T20:10:00Z,Scheduled,4,Robbie Ray,592662,L,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.7,49.5,25.4,90.4,75.0,1.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","switch hitter; pitcher baseline 9.5% barrel, 17.1 HR allowed",fly-ball profile; pitcher allows elevated contact,13.34,37.35,88.99,100.0011,0.4084,0.2152,0.3115,74.85,51.83,52.47,43.83,24.3,0.1985,9.46,40.36,89.67,0.4137,0.1821,35.97,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,,,,T-Mobile Park,
92,668227,Randy Arozarena,SEA,SF,2026-07-19T20:10:00Z,Scheduled,3,Robbie Ray,592662,L,51.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.8,51.3,25.4,92.1,78.0,43.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.05,44.58,91.16,100.9657,0.4212,0.169,0.3445,71.39,24.55,34.26,22.07,15.8,0.1747,9.46,40.36,89.67,0.4137,0.1821,35.97,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,,,,T-Mobile Park,
93,701538,Jackson Merrill,SD,KC,2026-07-19T18:10:00Z,Scheduled,2,Noah Cameron,702070,L,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",43.4,46.2,51.2,95.5,50.0,7.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,0,"Last 7 games: 5/29, 0 HR","same-side matchup; pitcher baseline 9.0% barrel, 14.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.34,44.51,89.49,100.2866,0.4347,0.1871,0.3183,72.98,27.67,38.12,27.82,11.8,0.1468,8.96,38.24,88.88,0.4464,0.1828,26.59,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,49,12,91,Kauffman Stadium,
94,694212,Samuel Basallo,BAL,HOU,2026-07-19T18:10:00Z,Scheduled,5,Hunter Brown,686613,R,51.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.9,23.1,58.1,81.9,80.0,36.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.77,44.96,90.71,102.5297,0.4422,0.2029,0.3204,74.87,50.0,42.46,29.05,12.4,0.1965,6.46,36.89,85.47,0.339,0.1346,23.3,171 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=29.7573&lon=-95.3555,67,0,86,Daikin Park,
95,687263,Zach Neto,LAA,DET,2026-07-19T20:07:00Z,Scheduled,1,Casey Mize,663554,R,51.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.6,34.4,56.7,88.7,50.0,28.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","same-side matchup; pitcher baseline 7.2% barrel, 9.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.09,40.93,89.74,100.1449,0.4327,0.2153,0.3195,71.12,12.53,47.76,35.17,21.1,0.2149,7.17,38.02,88.95,0.3672,0.142,28.92,232 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,56,1,84,Angel Stadium,
