rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
68,694212,Samuel Basallo,BAL,LAA,2026-06-24T20:07:00Z,Pre-Game,5,José Soriano,667755,R,53.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",45.6,36.8,63.2,86.4,80.0,15.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.58,43.56,90.43,102.577,0.4268,0.1861,0.3162,75.08,52.1,41.48,29.12,8.2,0.1797,8.39,40.78,89.16,0.3726,0.1355,20.5,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,59,5,76,Angel Stadium,
69,682626,Francisco Alvarez,NYM,CHC,2026-06-24T17:10:00Z,In Progress,5,Javier Assad,665871,R,53.3,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",56.6,33.4,40.8,86.4,50.0,77.4,Yes,No,6,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.1% barrel, 5.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.76,47.86,91.42,102.9395,0.4608,0.2129,0.3379,74.35,44.86,43.0,25.1,7.5,0.163,5.11,44.81,89.27,0.4116,0.146,24.96,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
70,663586,Austin Riley,ATL,SD,2026-06-25T00:40:00Z,Scheduled,7,JP Sears,676664,L,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.0,54.1,43.6,59.8,78.0,32.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 30.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.84,46.98,91.53,102.6178,0.4118,0.1893,0.309,75.69,57.7,41.83,31.64,10.4,0.1442,9.4,39.4,89.2,0.446,0.205,36.6,303 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,71,1,73,Petco Park,
71,669127,Shea Langeliers,ATH,SF,2026-06-25T01:45:00Z,Scheduled,3,Tyler Mahle,641816,R,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.6,39.1,40.8,92.1,50.0,21.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,1,"Last 7 games: 4/28, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.54,43.71,91.25,102.4253,0.5071,0.2393,0.3567,74.85,49.75,38.9,31.17,22.6,0.2506,8.28,36.12,88.92,0.4067,0.1593,28.45,280 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,77,0,64,Oracle Park,
72,661388,William Contreras,MIL,CIN,2026-06-24T23:10:00Z,Scheduled,4,Rhett Lowder,695076,R,52.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.5,46.2,61.3,90.4,50.0,52.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,45.98,90.68,101.6769,0.4364,0.1646,0.3406,73.27,35.84,37.51,24.36,10.0,0.1229,9.0,39.4,90.5,0.439,0.177,26.9,331 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,44,1,77,Great American Ball Park,
73,691016,Tyler Soderstrom,ATH,SF,2026-06-25T01:45:00Z,Scheduled,4,Tyler Mahle,641816,R,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.0,39.1,40.8,90.4,80.0,46.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.77,46.09,90.41,101.8434,0.4339,0.182,0.3382,74.28,42.8,35.44,27.07,16.6,0.219,8.28,36.12,88.92,0.4067,0.1593,28.45,280 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,77,0,64,Oracle Park,
74,668723,Ryan Vilade,TB,KC,2026-06-24T22:40:00Z,Scheduled,5,Noah Cameron,702070,L,52.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",41.1,41.5,56.1,81.9,78.0,45.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.46,49.73,91.7,102.2051,0.39,0.1513,0.3097,75.59,55.23,23.31,24.89,3.5,0.1351,8.26,38.66,88.46,0.4331,0.1723,25.54,275 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,69,1,86,Tropicana Field,
75,681297,Colton Cowser,BAL,LAA,2026-06-24T20:07:00Z,Pre-Game,6,José Soriano,667755,R,52.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.7,36.8,63.2,76.2,80.0,39.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.56,36.34,87.26,100.1277,0.4222,0.2142,0.3112,74.58,45.41,36.98,31.94,10.4,0.1673,8.39,40.78,89.16,0.3726,0.1355,20.5,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,59,5,76,Angel Stadium,
76,701807,Carson Benge,NYM,CHC,2026-06-24T23:10:00Z,Scheduled,1,Shota Imanaga,684007,L,52.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.0,55.0,40.8,88.7,50.0,61.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 1 vs RotoWire 3,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 21.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.1,42.9,90.1,100.378,0.456,0.172,0.348,71.4,18.4,30.0,26.7,9.0,0.145,10.76,39.86,89.16,0.4228,0.194,34.04,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
77,669003,Garrett Mitchell,MIL,CIN,2026-06-24T23:10:00Z,Scheduled,6,Rhett Lowder,695076,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.2,46.2,61.3,71.7,80.0,2.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.25,45.77,91.73,103.1948,0.3886,0.1582,0.3153,76.73,73.94,34.98,19.02,3.5,0.1356,9.0,39.4,90.5,0.439,0.177,26.9,331 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,44,1,77,Great American Ball Park,
78,665489,Vladimir Guerrero,TOR,HOU,2026-06-24T23:07:00Z,Scheduled,3,Mike Burrows,681347,R,52.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.7,47.0,55.9,92.1,50.0,41.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","same-side matchup; pitcher baseline 9.6% barrel, 16.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.49,45.24,90.39,102.7335,0.4423,0.1472,0.3588,76.35,65.11,35.39,19.24,9.7,0.1134,9.61,39.2,88.36,0.4341,0.1759,27.05,322 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,41,0,72,Rogers Centre,
79,673548,Seiya Suzuki,CHC,NYM,2026-06-24T23:10:00Z,Scheduled,4,Sean Manaea,640455,L,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.6,39.4,40.8,90.4,78.0,38.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 4 vs RotoWire 3,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.0,43.38,90.04,101.5774,0.4489,0.1928,0.3443,73.12,33.77,42.18,28.47,16.6,0.191,8.48,40.22,88.54,0.4031,0.1589,24.34,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
80,803011,Sam Antonacci,CWS,CLE,2026-06-24T18:10:00Z,Delayed Start,1,Tanner Bibee,676440,R,52.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",28.5,52.6,41.0,93.2,80.0,70.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 19.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.8,37.1,88.1,98.5529,0.445,0.141,0.376,70.2,10.1,33.3,20.2,4.0,0.129,9.57,42.83,90.11,0.4291,0.1821,28.11,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,63,0,66,Rate Field,
81,671056,Ivan Herrera,STL,AZ,2026-06-24T23:45:00Z,Scheduled,2,Mitch Bratt,683352,L,52.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.5,41.2,44.6,95.5,78.0,39.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.23,44.55,90.29,101.6473,0.442,0.1726,0.3717,74.19,45.25,37.31,19.73,12.7,0.166,,,,,,,76 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,49,0,80,Busch Stadium,
82,673962,Josh Jung,TEX,MIA,2026-06-24T16:10:00Z,In Progress,3,Eury Pérez,691587,R,51.8,Longshot,Watch List,Premium Lineup Spot,33.9,62.3,43.0,96.6,50.0,23.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","same-side matchup; pitcher baseline 13.2% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.34,47.12,89.93,100.3641,0.4315,0.1522,0.3355,70.58,7.93,39.51,21.96,9.8,0.1418,13.2,43.7,89.52,0.4318,0.2085,32.13,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=25.7781&lon=-80.2197,75,3,84,loanDepot park,
83,676724,Jared Young,NYM,CHC,2026-06-24T17:10:00Z,In Progress,4,Javier Assad,665871,R,51.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.0,33.4,40.8,94.9,80.0,20.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 5.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.18,46.3,88.87,101.7685,0.4427,0.2088,0.3247,73.51,35.07,42.38,24.5,4.0,0.2138,5.11,44.81,89.27,0.4116,0.146,24.96,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
84,695681,Christian Moore,LAA,BAL,2026-06-24T20:07:00Z,Pre-Game,5,Trey Gibson,694346,R,51.8,Longshot,Watch List,Strong Barrel,40.0,49.7,63.2,86.4,50.0,12.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,3,15,0,"Last 4 games: 3/15, 0 HR","same-side matchup; pitcher baseline 9.6% barrel, 4.0 HR allowed",EV profile; pitcher fly-ball pressure modest,10.82,54.64,92.61,102.8346,0.2883,0.0874,0.2183,73.89,35.89,16.7,18.47,2.1,0.0516,9.6,42.9,90.7,0.469,0.186,20.2,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,59,5,76,Angel Stadium,
85,592885,Christian Yelich,MIL,CIN,2026-06-24T23:10:00Z,Scheduled,1,Rhett Lowder,695076,R,51.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.1,46.2,61.3,88.7,80.0,27.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.64,41.01,88.8,100.5407,0.3907,0.1576,0.3069,73.05,31.47,35.99,18.74,12.2,0.1579,9.0,39.4,90.5,0.439,0.177,26.9,331 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,44,1,77,Great American Ball Park,
86,624424,Michael Conforto,CHC,NYM,2026-06-24T23:10:00Z,Scheduled,2,Sean Manaea,640455,L,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.9,39.4,40.8,95.5,50.0,0.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","same-side matchup; pitcher baseline 8.5% barrel, 8.1 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.78,49.32,92.28,101.9727,0.4366,0.2001,0.3405,73.16,35.46,40.94,34.13,6.4,0.1886,8.48,40.22,88.54,0.4031,0.1589,24.34,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
87,664023,Ian Happ,CHC,NYM,2026-06-24T23:10:00Z,Scheduled,5,Sean Manaea,640455,L,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.3,38.6,40.8,81.9,75.0,26.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","switch hitter; pitcher baseline 8.5% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.5,44.61,90.0,101.4731,0.4395,0.2175,0.3344,71.91,19.44,43.14,34.14,18.1,0.2176,8.48,40.22,88.54,0.4031,0.1589,24.34,283 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
88,686527,Dominic Canzone,SEA,PIT,2026-06-24T22:40:00Z,Scheduled,7,Braxton Ashcraft,677952,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",64.0,23.7,42.3,59.8,80.0,56.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 6.5 HR allowed",EV profile; pitcher fly-ball pressure modest,15.27,49.14,92.72,103.3893,0.5337,0.243,0.3816,74.22,42.51,38.85,26.44,11.7,0.251,5.12,38.22,88.98,0.3346,0.1115,24.69,324 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.4469&lon=-80.0057,56,0,69,PNC Park,
89,686681,Michael Massey,KC,TB,2026-06-24T22:40:00Z,Scheduled,5,Griffin Jax,643377,R,51.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.4,47.8,56.1,81.9,80.0,37.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 8.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,6.66,38.25,89.6,98.7393,0.395,0.1626,0.2832,71.5,12.29,45.37,36.68,5.8,0.153,10.45,41.16,88.57,0.443,0.18,22.39,275 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,69,1,86,Tropicana Field,
90,621439,Byron Buxton,MIN,LAD,2026-06-24T23:40:00Z,Scheduled,2,Shohei Ohtani,660271,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",72.1,11.8,27.1,95.5,50.0,58.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 3.7% barrel, 3.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,18.82,50.65,91.38,102.7017,0.5238,0.2723,0.3549,74.37,43.22,47.75,35.75,28.0,0.3101,3.68,34.51,87.1,0.2989,0.0933,22.51,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=44.9817&lon=-93.2776,,,,Target Field,
91,676475,Alec Burleson,STL,AZ,2026-06-24T23:45:00Z,Scheduled,5,Mitch Bratt,683352,L,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.3,41.2,44.6,81.9,50.0,26.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.34,46.92,91.49,101.6188,0.5263,0.2361,0.3765,72.82,28.15,42.98,29.08,14.5,0.1935,,,,,,,76 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,49,0,80,Busch Stadium,
92,624424,Michael Conforto,CHC,NYM,2026-06-24T17:10:00Z,In Progress,2,Nolan McLean,690997,R,51.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.9,24.3,40.8,100.0,80.0,0.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 6.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.78,49.32,92.28,101.9727,0.4366,0.2001,0.3405,73.16,35.46,40.94,34.13,6.4,0.1886,6.53,37.8,87.75,0.3311,0.1173,20.65,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
93,663837,Matt Vierling,DET,NYY,2026-06-24T22:40:00Z,Scheduled,1,Ryan Weathers,677960,L,51.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",31.7,54.7,47.1,88.7,78.0,24.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 11.1% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.97,37.73,88.7,98.8489,0.3912,0.1482,0.31,71.07,8.76,32.6,32.46,3.8,0.1212,11.07,41.64,89.25,0.4362,0.1974,29.26,63 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,66,2,70,Comerica Park,
94,805808,Kevin McGonigle,DET,NYY,2026-06-24T22:40:00Z,Scheduled,2,Ryan Weathers,677960,L,51.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",33.8,54.7,47.1,95.5,50.0,40.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.9,36.9,87.9,98.4635,0.443,0.172,0.364,71.4,18.8,40.9,33.1,6.0,0.144,11.07,41.64,89.25,0.4362,0.1974,29.26,63 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,66,2,70,Comerica Park,
95,686611,Dylan Crews,WSH,PHI,2026-06-24T22:45:00Z,Scheduled,5,Aaron Nola,605400,R,51.2,Longshot,Watch List,Projected Lineup,45.9,45.8,45.7,81.9,50.0,44.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.94,43.53,90.82,101.8995,0.4609,0.2,0.3315,73.65,36.3,33.31,26.93,6.5,0.1601,9.1,40.57,88.49,0.4261,0.1752,26.06,335 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.8730&lon=-77.0074,67,0,72,Nationals Park,
96,660821,Jesus Sanchez,TOR,HOU,2026-06-24T23:07:00Z,Scheduled,7,Mike Burrows,681347,R,51.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",47.5,47.0,55.9,59.8,80.0,1.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 9.6% barrel, 16.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.96,45.92,91.16,102.1695,0.4557,0.1874,0.3342,74.5,49.49,35.5,23.11,9.1,0.1629,9.61,39.2,88.36,0.4341,0.1759,27.05,322 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,41,0,72,Rogers Centre,
97,701807,Carson Benge,NYM,CHC,2026-06-24T17:10:00Z,In Progress,1,Javier Assad,665871,R,50.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",40.0,33.4,40.8,93.2,80.0,61.5,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 1 vs RotoWire 3,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 5.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,42.9,90.1,100.378,0.456,0.172,0.348,71.4,18.4,30.0,26.7,9.0,0.145,5.11,44.81,89.27,0.4116,0.146,24.96,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,86,10,67,Citi Field,
