rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,695578,James Wood,WSH,HOU,2026-07-07T22:45:00Z,Scheduled,1,Tatsuya Imai,837227,R,72.3,Tier 2,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",84.4,52.7,48.7,88.7,80.0,97.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 8.0 HR allowed",EV profile; pitcher fly-ball pressure modest,20.74,59.03,94.93,106.3752,0.57,0.2988,0.4051,76.42,65.29,29.35,26.55,25.4,0.2526,10.7,46.3,90.6,0.41,0.179,24.0,83 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.8730&lon=-77.0074,81,30,82,Nationals Park,
2,660271,Shohei Ohtani,LAD,COL,2026-07-08T02:10:00Z,Scheduled,1,Michael Lorenzen,547179,R,69.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",78.8,51.3,53.6,88.7,80.0,61.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 16.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.11,54.01,93.85,104.1433,0.5832,0.298,0.4138,74.96,52.87,49.64,32.13,29.1,0.2658,8.52,44.31,90.07,0.4664,0.1826,26.22,250 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,51,0,79,UNIQLO Field at Dodger Stadium,
3,665742,Juan Soto,NYM,KC,2026-07-07T23:10:00Z,Scheduled,2,Seth Lugo,607625,R,68.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",71.8,60.3,43.3,95.5,80.0,64.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.5 HR allowed",lift-pull EV profile; pitcher allows elevated contact,15.54,51.1,93.03,103.2274,0.6017,0.3,0.4269,72.48,29.98,39.39,31.49,25.5,0.2606,10.4,43.73,90.63,0.4814,0.2079,30.72,50 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,91,45,66,Citi Field,
4,624413,Pete Alonso,BAL,CHC,2026-07-07T22:35:00Z,Scheduled,4,Matthew Boyd,571510,L,65.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",68.4,51.4,57.6,90.4,78.0,36.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 9.9% barrel, 8.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.14,54.33,93.92,103.8986,0.5286,0.2584,0.3783,74.95,49.97,38.18,30.81,24.7,0.2261,9.91,47.45,89.76,0.4351,0.1776,24.24,57 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.2840&lon=-76.6217,90,20,76,Oriole Park at Camden Yards,
5,656941,Kyle Schwarber,PHI,CIN,2026-07-07T23:10:00Z,Scheduled,2,Andrew Abbott,671096,L,64.5,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",82.4,41.9,58.8,95.5,50.0,12.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 16.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.75,55.61,93.74,104.7822,0.546,0.2973,0.3891,77.16,76.33,55.19,34.93,37.8,0.316,7.79,37.83,89.34,0.4179,0.1653,27.93,148 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,89,23,80,Great American Ball Park,
6,670541,Yordan Alvarez,HOU,WSH,2026-07-07T22:45:00Z,Scheduled,2,Andrew Alvarez,674841,L,63.9,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",86.1,23.2,48.7,95.5,50.0,95.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 4.8% barrel, 1.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.65,53.39,94.7,105.157,0.6673,0.3462,0.4518,76.03,60.76,40.67,37.71,22.1,0.269,4.75,42.69,89.67,0.3437,0.1004,13.07,83 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.8730&lon=-77.0074,81,30,82,Nationals Park,
7,575929,Willson Contreras,BOS,CWS,2026-07-07T23:40:00Z,Scheduled,4,Noah Schultz,702273,L,62.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.3,48.9,49.0,90.4,78.0,85.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.3% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.11,47.18,90.46,103.1158,0.5076,0.2408,0.3776,76.63,67.63,45.96,27.51,20.0,0.2376,11.3,37.9,88.7,0.435,0.19,25.9,12 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,67,0,70,Rate Field,
8,545361,Mike Trout,LAA,TEX,2026-07-08T00:05:00Z,Scheduled,2,Jacob deGrom,594798,R,62.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.6,49.5,27.6,95.5,50.0,87.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,19.44,50.56,91.11,103.665,0.5342,0.2831,0.3951,74.77,48.78,39.38,34.08,19.7,0.2287,8.81,43.16,90.59,0.3966,0.1686,30.23,,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,,,,Globe Life Field,
9,696100,Hunter Goodman,COL,LAD,2026-07-08T02:10:00Z,Scheduled,3,Justin Wrobleski,680736,L,61.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",61.0,41.9,53.6,92.1,78.0,70.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.84,46.2,91.22,102.8659,0.4737,0.2357,0.3296,75.03,50.54,48.77,31.92,28.2,0.2812,6.74,45.56,91.02,0.4087,0.1472,28.35,250 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,51,0,79,UNIQLO Field at Dodger Stadium,
10,621439,Byron Buxton,MIN,CLE,2026-07-07T23:40:00Z,Scheduled,2,Joey Cantillo,676282,L,61.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",70.2,37.0,55.1,95.5,78.0,16.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 11.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,18.4,49.46,91.24,102.4996,0.5161,0.2667,0.3507,74.44,43.5,48.24,35.89,28.0,0.2989,8.11,37.67,87.96,0.3826,0.1487,29.82,199 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=44.9817&lon=-93.2776,57,0,85,Target Field,
