rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
11,686527,Dominic Canzone,SEA,MIA,2026-07-07T22:40:00Z,Scheduled,3,Max Meyer,676974,R,61.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",64.8,45.0,41.0,92.1,80.0,57.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 10.6 HR allowed",EV profile; pitcher fly-ball pressure modest,15.34,48.79,92.79,103.4077,0.5351,0.2507,0.3809,74.22,43.7,40.18,26.86,13.1,0.2489,8.78,43.65,90.08,0.3977,0.1602,25.44,328 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=25.7781&lon=-80.2197,92,60,78,loanDepot park,
12,701398,Sal Stewart,CIN,PHI,2026-07-07T23:10:00Z,Scheduled,2,,,,61.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",63.1,41.2,58.8,95.5,60.0,56.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.8,44.66,92.32,101.8447,0.5224,0.2579,0.3686,72.38,28.05,38.71,31.46,13.4,0.2354,,,,,,,148 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,89,23,80,Great American Ball Park,
13,676369,Nelson Velazquez,STL,MIL,2026-07-07T23:45:00Z,Scheduled,4,,,,60.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",73.2,41.2,49.1,90.4,60.0,28.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,11.8,67.6,94.9,102.9117,0.595,0.291,0.418,75.0,57.1,47.1,32.4,3.0,0.25,,,,,,,18 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,61,2,83,Busch Stadium,
14,671277,Luis Garcia,WSH,HOU,2026-07-07T22:45:00Z,Scheduled,2,Tatsuya Imai,837227,R,60.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",48.7,52.7,48.7,95.5,80.0,81.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.12,46.36,91.53,101.8663,0.4959,0.2086,0.3502,73.17,33.53,40.24,22.33,18.1,0.2433,10.7,46.3,90.6,0.41,0.179,24.0,83 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.8730&lon=-77.0074,81,30,82,Nationals Park,
15,701762,Nick Kurtz,ATH,DET,2026-07-07T22:40:00Z,Scheduled,2,Tarik Skubal,669373,L,60.3,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",77.7,32.4,49.6,95.5,50.0,31.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 11.7 HR allowed",EV profile; pitcher fly-ball pressure modest,18.64,56.7,93.89,105.7702,0.5146,0.2633,0.3818,77.97,79.0,34.25,30.98,24.8,0.2646,7.82,37.41,87.92,0.3615,0.1289,24.85,7 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,61,0,75,Comerica Park,
16,518692,Freddie Freeman,LAD,COL,2026-07-08T02:10:00Z,Scheduled,3,Michael Lorenzen,547179,R,60.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.8,51.3,53.6,92.1,80.0,64.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,46.4,90.9,101.0648,0.5013,0.2147,0.3787,70.32,8.89,36.47,29.31,17.7,0.2084,8.52,44.31,90.07,0.4664,0.1826,26.22,250 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,51,0,79,UNIQLO Field at Dodger Stadium,
17,691718,Pete Crow-Armstrong,CHC,BAL,2026-07-07T22:35:00Z,Scheduled,1,Shane Baz,669358,R,60.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",52.9,42.5,57.6,88.7,80.0,81.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.49,47.2,90.13,101.8566,0.4799,0.2225,0.3525,74.17,44.04,48.83,34.59,22.6,0.2347,8.38,40.31,89.63,0.4056,0.1546,25.43,57 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.2840&lon=-76.6217,90,20,76,Oriole Park at Camden Yards,
18,682985,Riley Greene,DET,ATH,2026-07-07T22:40:00Z,Scheduled,4,J.T. Ginn,669372,R,59.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",62.0,32.4,49.6,90.4,80.0,87.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.0,49.42,91.37,103.0363,0.4868,0.2326,0.3544,75.6,57.76,39.4,32.96,19.9,0.1979,7.42,38.34,87.49,0.3775,0.1407,23.08,7 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,61,0,75,Comerica Park,
19,691406,Junior Caminero,TB,NYY,2026-07-07T22:40:00Z,Scheduled,3,Will Warren,701542,R,59.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.3,43.1,50.1,92.1,50.0,68.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 13.6 HR allowed",EV profile; pitcher fly-ball pressure modest,13.51,51.61,93.1,105.4058,0.5073,0.2383,0.3656,79.48,86.0,46.71,23.63,31.7,0.2724,8.31,40.54,90.16,0.4057,0.1554,25.36,254 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,66,4,84,Tropicana Field,
20,682829,Elly De La Cruz,CIN,PHI,2026-07-07T23:10:00Z,Scheduled,1,,,,58.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.1,40.2,58.8,88.7,75.0,46.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.38,49.38,93.24,104.4,0.4604,0.1982,0.3458,74.78,48.01,33.42,27.27,15.7,0.1963,,,,,,,148 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,89,23,80,Great American Ball Park,
