rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,805811,Bryce Eldridge,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,3,Grayson Rodriguez,680570,R,73.2,Tier 2,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",73.0,68.4,61.8,96.6,80.0,53.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 5.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.46,59.14,93.5,103.6217,0.4974,0.2617,0.365,73.11,29.49,41.35,37.54,7.0,0.1644,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
2,646240,Rafael Devers,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,4,Grayson Rodriguez,680570,R,66.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.6,68.4,61.8,94.9,80.0,18.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","platoon edge; pitcher baseline 10.0% barrel, 5.0 HR allowed",EV profile; pitcher fly-ball pressure modest,12.57,51.97,92.66,103.0502,0.4583,0.2245,0.3341,71.81,21.55,33.98,33.04,24.5,0.2263,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
3,671218,Heliot Ramos,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,2,Grayson Rodriguez,680570,R,64.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",55.6,68.4,61.8,100.0,50.0,37.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 10.0% barrel, 5.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.91,49.78,92.36,103.3321,0.4667,0.2037,0.334,72.74,30.28,35.27,23.44,12.6,0.1741,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
4,669477,Casey Schmitt,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,5,Grayson Rodriguez,680570,R,59.7,Longshot,Watch List,Strong Barrel,48.8,68.4,61.8,86.4,50.0,27.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 10.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,44.15,89.64,100.6614,0.4885,0.2101,0.3469,72.26,25.64,41.34,33.01,17.6,0.1969,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
5,545361,Mike Trout,LAA,SF,2026-07-25T02:15:00Z,Pre-Game,2,Logan Webb,657277,R,58.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",68.1,30.5,61.8,100.0,50.0,19.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 6.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,17.9,48.81,90.76,103.4039,0.5167,0.2663,0.3881,74.77,49.76,39.59,32.68,20.4,0.2196,6.2,39.92,88.93,0.3829,0.1289,19.14,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
6,642715,Willy Adames,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,7,Grayson Rodriguez,680570,R,56.5,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",40.7,68.4,61.8,64.3,50.0,77.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.43,40.98,88.34,99.2296,0.4084,0.1865,0.3039,72.31,24.0,47.98,34.76,21.6,0.203,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
7,687263,Zach Neto,LAA,SF,2026-07-25T02:15:00Z,Pre-Game,1,Logan Webb,657277,R,51.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",48.8,30.5,61.8,93.2,50.0,19.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","same-side matchup; pitcher baseline 6.2% barrel, 10.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.02,41.56,89.88,100.2361,0.4299,0.2132,0.3181,71.19,13.3,47.48,35.31,21.1,0.2107,6.2,39.92,88.93,0.3829,0.1289,19.14,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
8,666176,Jo Adell,LAA,SF,2026-07-25T02:15:00Z,Pre-Game,7,Logan Webb,657277,R,49.1,Longshot,Watch List,Strong Barrel,51.3,30.5,61.8,64.3,50.0,41.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.28,45.24,90.23,102.6007,0.472,0.2127,0.337,77.39,71.72,38.07,27.28,21.6,0.1846,6.2,39.92,88.93,0.3829,0.1289,19.14,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
9,650333,Luis Arraez,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,1,Grayson Rodriguez,680570,R,48.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",6.9,68.4,61.8,93.2,80.0,9.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.68,19.85,86.73,94.0829,0.3672,0.083,0.3023,63.09,0.12,30.1,26.91,5.2,0.1182,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
10,808982,Jung Hoo Lee,SF,LAA,2026-07-25T02:15:00Z,Pre-Game,6,Grayson Rodriguez,680570,R,48.2,Longshot,Watch List,Platoon Edge,10.9,68.4,61.8,76.2,80.0,20.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.65,29.69,87.1,96.5705,0.3815,0.0926,0.3161,68.37,2.77,39.58,21.89,5.9,0.1298,10.0,55.0,92.3,0.543,0.23,28.3,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,75,0,67,Oracle Park,
