rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,TEX,2026-07-11T23:05:00Z,Scheduled,2,Kumar Rocker,677958,R,73.2,Tier 2,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",85.3,46.8,64.6,95.5,80.0,72.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 9.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.3,53.39,94.7,105.1769,0.6603,0.342,0.4476,76.1,61.46,41.09,37.64,22.8,0.2634,8.79,44.0,89.8,0.443,0.1752,22.09,163 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,36,0,97,Globe Life Field,
2,660271,Shohei Ohtani,LAD,AZ,2026-07-12T01:10:00Z,Scheduled,1,Brandon Pfaadt,694297,R,70.9,Tier 2,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",81.2,52.5,53.1,88.7,80.0,77.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 13.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.74,54.36,93.99,104.2711,0.593,0.3078,0.4159,75.03,53.43,48.52,32.9,31.2,0.277,10.76,41.46,89.82,0.4457,0.1925,21.24,246 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,57,0,80,UNIQLO Field at Dodger Stadium,
3,695578,James Wood,WSH,NYY,2026-07-11T20:05:00Z,Scheduled,1,Cam Schlittler,693645,R,68.5,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",85.4,34.9,50.2,88.7,80.0,95.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 9.4 HR allowed",EV profile; pitcher fly-ball pressure modest,20.88,59.1,94.86,106.4795,0.5819,0.3072,0.4121,76.56,66.2,29.91,26.48,27.5,0.2652,8.06,39.22,88.09,0.3609,0.1407,26.81,187 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.8730&lon=-77.0074,89,11,75,Nationals Park,
4,656941,Kyle Schwarber,PHI,DET,2026-07-11T22:10:00Z,Scheduled,2,Casey Mize,663554,R,66.4,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",82.2,34.5,49.1,95.5,80.0,60.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 9.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.82,55.33,93.74,104.6945,0.5432,0.2973,0.3863,77.16,76.12,55.19,34.58,39.2,0.3167,7.52,36.97,88.67,0.3665,0.1427,29.27,221 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,94,9,74,Comerica Park,
5,545361,Mike Trout,LAA,MIN,2026-07-11T18:10:00Z,Pre-Game,2,Joe Ryan,657746,R,66.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.3,51.2,49.6,100.0,50.0,77.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,19.37,50.14,91.11,103.6989,0.5349,0.2838,0.3944,74.77,49.2,39.59,33.66,20.4,0.2308,11.08,42.74,89.99,0.3711,0.1621,29.82,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=44.9817&lon=-93.2776,44,0,88,Target Field,
6,808959,Munetaka Murakami,CWS,ATH,2026-07-11T18:10:00Z,Pre-Game,2,Gage Jump,695611,L,65.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",84.7,31.6,49.0,100.0,50.0,71.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.6% barrel, 4.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.5,59.0,94.2,104.8426,0.522,0.304,0.373,75.2,54.8,44.3,41.0,20.0,0.317,5.6,38.7,89.5,0.399,0.142,28.2,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,79,0,72,Rate Field,
7,665742,Juan Soto,NYM,BOS,2026-07-11T20:10:00Z,Scheduled,2,,,,64.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.7,41.2,51.8,95.5,60.0,82.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,3,Hot streak: 3 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.96,50.54,93.1,103.2652,0.6122,0.3119,0.4304,72.48,29.28,39.81,32.68,27.6,0.2739,,,,,,,244 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.7571&lon=-73.8458,48,8,87,Citi Field,
8,686527,Dominic Canzone,SEA,TB,2026-07-11T20:10:00Z,Scheduled,3,Griffin Jax,643377,R,64.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",64.5,49.5,55.1,92.1,80.0,49.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 10.5 HR allowed",EV profile; pitcher fly-ball pressure modest,15.2,49.14,92.79,103.3768,0.5309,0.2486,0.3767,74.29,44.33,40.11,26.79,13.8,0.2426,10.45,42.42,89.06,0.4374,0.1807,22.53,99 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,88,39,78,Tropicana Field,
9,680664,Eduardo Valencia,DET,PHI,2026-07-11T22:10:00Z,Scheduled,8,Cristopher Sánchez,650911,L,63.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Platoon Edge",91.1,36.1,49.1,47.9,78.0,63.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,3,5,1,Contact streak: 3/5 over last 2 games,"platoon edge; pitcher baseline 8.0% barrel, 11.3 HR allowed",EV profile; pitcher fly-ball pressure modest,33.3,100.0,100.1,101.4313,0.738,0.488,0.463,72.0,27.3,0.0,33.3,1.0,0.6,8.01,42.81,89.21,0.3604,0.1319,17.67,221 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3390&lon=-83.0485,94,9,74,Comerica Park,
10,646240,Rafael Devers,SF,COL,2026-07-11T20:05:00Z,Scheduled,3,Kyle Freeland,607536,L,62.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",58.8,63.2,42.8,92.1,50.0,91.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.7% barrel, 18.5 HR allowed",EV profile; pitcher fly-ball pressure modest,12.85,52.11,92.52,103.0334,0.4702,0.2329,0.339,71.67,20.85,33.91,33.25,23.8,0.2319,10.73,45.41,91.03,0.4968,0.2029,29.71,282 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,80,0,62,Oracle Park,
11,669065,Kyle Stowers,MIA,CLE,2026-07-11T20:10:00Z,Scheduled,4,Tanner Bibee,676440,R,62.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",60.6,50.2,44.0,90.4,80.0,83.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.27,53.89,91.59,103.1769,0.467,0.2209,0.3449,75.07,52.19,47.81,28.98,15.9,0.2308,9.36,40.87,89.48,0.434,0.1807,27.34,67 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=25.7781&lon=-80.2197,78,10,84,loanDepot park,
12,624413,Pete Alonso,BAL,KC,2026-07-11T23:05:00Z,Scheduled,4,Noah Cameron,702070,L,62.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",68.4,42.9,51.1,90.4,78.0,44.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 12.4 HR allowed",EV profile; pitcher fly-ball pressure modest,14.42,54.05,93.64,103.884,0.5293,0.2591,0.379,74.95,49.83,37.48,31.09,25.4,0.2268,8.4,38.31,88.74,0.4408,0.1751,25.4,198 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.2840&lon=-76.6217,77,3,81,Oriole Park at Camden Yards,
13,699013,Esmerlyn Valdez,PIT,MIL,2026-07-11T16:05:00Z,Pre-Game,4,Brandon Sproat,687075,R,62.3,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot",78.0,36.2,53.3,94.9,50.0,41.7,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 4 vs RotoWire 2,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","same-side matchup; pitcher baseline 7.1% barrel, 9.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,28.0,50.0,91.1,103.6384,0.545,0.313,0.359,75.0,49.7,24.0,40.0,7.0,0.341,7.11,41.75,89.37,0.392,0.143,22.2,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.4469&lon=-80.0057,92,67,72,PNC Park,
14,700250,Ben Rice,NYY,WSH,2026-07-11T20:05:00Z,Scheduled,2,PJ Poulin,676571,L,62.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",64.3,45.8,50.2,95.5,50.0,87.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 3.4 HR allowed",EV profile; pitcher fly-ball pressure modest,15.26,49.8,92.39,102.4102,0.5271,0.2541,0.3819,72.77,26.66,47.2,29.48,28.1,0.2972,8.28,44.28,90.77,0.4192,0.1692,28.56,187 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.8730&lon=-77.0074,89,11,75,Nationals Park,
15,671218,Heliot Ramos,SF,COL,2026-07-11T20:05:00Z,Scheduled,5,Kyle Freeland,607536,L,61.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",56.4,63.2,42.8,81.9,78.0,62.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 18.5 HR allowed",EV profile; pitcher fly-ball pressure modest,14.12,49.92,92.22,103.4121,0.4744,0.2065,0.3396,72.74,29.44,35.2,24.35,11.9,0.1839,10.73,45.41,91.03,0.4968,0.2029,29.71,282 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,80,0,62,Oracle Park,
16,691406,Junior Caminero,TB,SEA,2026-07-11T20:10:00Z,Scheduled,3,Logan Gilbert,669302,R,61.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.1,48.8,55.1,92.1,50.0,64.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 15.8 HR allowed",EV profile; pitcher fly-ball pressure modest,13.51,51.54,92.96,105.3816,0.5066,0.2383,0.3649,79.48,86.14,46.08,23.63,33.1,0.2752,9.65,42.47,90.45,0.3845,0.1589,29.66,99 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=27.7682&lon=-82.6534,88,39,78,Tropicana Field,
17,699013,Esmerlyn Valdez,PIT,MIL,2026-07-11T20:05:00Z,Scheduled,4,Shane Drohan,675660,L,61.3,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",78.0,32.8,39.8,90.4,78.0,41.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 4 vs RotoWire 2,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,28.0,50.0,91.1,103.6384,0.545,0.313,0.359,75.0,49.7,24.0,40.0,7.0,0.341,8.2,38.9,88.1,0.364,0.127,25.4,207 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.4469&lon=-80.0057,92,67,72,PNC Park,
18,669477,Casey Schmitt,SF,COL,2026-07-11T20:05:00Z,Scheduled,2,Kyle Freeland,607536,L,61.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,63.2,42.8,95.5,78.0,60.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,44.36,89.78,100.7647,0.4941,0.2129,0.3504,72.26,25.78,40.64,32.87,16.2,0.1983,10.73,45.41,91.03,0.4968,0.2029,29.71,282 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=37.7786&lon=-122.3893,80,0,62,Oracle Park,
19,701398,Sal Stewart,CIN,CHC,2026-07-11T23:10:00Z,Scheduled,2,Javier Assad,665871,R,60.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",63.1,40.6,59.8,95.5,50.0,57.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 7.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.8,44.8,92.25,101.8136,0.5196,0.2572,0.3665,72.45,28.61,38.64,31.81,14.8,0.241,6.23,46.49,89.76,0.4312,0.1593,26.08,315 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,75,4,82,Great American Ball Park,
20,682829,Elly De La Cruz,CIN,CHC,2026-07-11T23:10:00Z,Scheduled,1,Javier Assad,665871,R,60.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",58.6,39.8,59.8,88.7,75.0,59.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 7.9 HR allowed",EV profile; pitcher fly-ball pressure modest,13.87,49.8,93.45,104.429,0.4646,0.2024,0.3486,74.85,48.64,34.26,26.85,17.1,0.2103,6.23,46.49,89.76,0.4312,0.1593,26.08,315 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0979&lon=-84.5082,75,4,82,Great American Ball Park,
