rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,TOR,2026-08-04T00:10:00Z,Pre-Game,2,Shane Bieber,669456,R,75.6,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",84.4,63.5,54.6,100.0,80.0,62.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,1,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 11.3% barrel, 7.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.02,53.39,94.56,105.121,0.6638,0.3413,0.4511,76.1,61.66,41.44,36.66,26.3,0.2718,11.32,46.31,90.26,0.5273,0.2341,24.98,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=29.7573&lon=-95.3555,43,0,93,Daikin Park,
2,678545,Osleivis Basabe,SF,TEX,2026-08-04T00:05:00Z,Pre-Game,7,Cal Quantrill,615698,R,68.6,Tier 3,Watch List,"Elite Power, Strong Barrel",94.0,49.5,58.6,64.3,50.0,68.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,3,9,2,Hot streak: 2 HR in last 4 games,"same-side matchup; pitcher baseline 9.8% barrel, 12.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,42.9,71.4,96.1,104.8329,0.825,0.511,0.499,73.7,25.0,42.9,42.9,2.0,0.778,9.77,37.72,88.65,0.4568,0.1975,29.99,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,33,0,95,Globe Life Field,
3,660271,Shohei Ohtani,LAD,CHC,2026-08-04T00:05:00Z,Warmup,1,Matthew Boyd,571510,L,64.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",82.1,42.0,41.8,93.2,50.0,74.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 9.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.74,55.55,94.13,104.5873,0.5993,0.3092,0.4159,74.96,52.73,47.26,32.62,33.3,0.277,9.35,39.05,88.57,0.4071,0.158,25.71,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.9484&lon=-87.6553,84,0,70,Wrigley Field,
4,691406,Junior Caminero,TB,COL,2026-08-04T00:40:00Z,Pre-Game,3,Michael Lorenzen,547179,R,62.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",63.3,53.1,62.2,96.6,50.0,32.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 8.9% barrel, 18.7 HR allowed",EV profile; pitcher fly-ball pressure modest,13.65,50.63,92.75,105.2407,0.5052,0.2348,0.3649,79.41,86.09,46.29,23.49,34.5,0.2647,8.94,44.1,90.42,0.4664,0.1826,25.59,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,9,0,102,Coors Field,
5,646240,Rafael Devers,SF,TEX,2026-08-04T00:05:00Z,Pre-Game,4,Cal Quantrill,615698,R,62.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.7,49.5,58.6,94.9,80.0,44.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 12.2 HR allowed",EV profile; pitcher fly-ball pressure modest,12.5,52.18,92.66,103.0639,0.4618,0.2245,0.3404,71.74,20.93,33.77,33.25,26.6,0.2298,9.77,37.72,88.65,0.4568,0.1975,29.99,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,33,0,95,Globe Life Field,
6,696100,Hunter Goodman,COL,TB,2026-08-04T00:40:00Z,Pre-Game,4,Ian Seymour,693855,L,61.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",60.1,39.2,62.2,94.9,78.0,59.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.77,46.34,90.8,102.8328,0.4679,0.2329,0.3283,75.0,50.42,48.28,32.2,32.4,0.2833,8.78,37.1,88.63,0.3721,0.1551,30.85,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,9,0,102,Coors Field,
7,666018,Jonathan Aranda,TB,COL,2026-08-04T00:40:00Z,Pre-Game,2,Michael Lorenzen,547179,R,60.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,53.1,62.2,100.0,80.0,18.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 18.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.15,48.2,91.6,101.3856,0.4716,0.1995,0.3645,70.08,12.13,31.31,29.57,14.0,0.1569,8.94,44.1,90.42,0.4664,0.1826,25.59,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,9,0,102,Coors Field,
8,682998,Corbin Carroll,AZ,SD,2026-08-04T01:40:00Z,Pre-Game,1,Michael King,650633,R,60.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.0,41.4,62.2,93.2,80.0,31.4,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,49.41,91.96,102.5238,0.473,0.2201,0.3545,75.23,54.96,44.57,30.74,20.5,0.247,9.51,34.67,87.52,0.4158,0.1744,27.26,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,16,0,113,Chase Field,
9,701538,Jackson Merrill,SD,AZ,2026-08-04T01:40:00Z,Pre-Game,5,Brandon Pfaadt,694297,R,59.3,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",48.4,45.9,62.2,86.4,80.0,74.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.53,45.84,89.91,100.5926,0.4613,0.2046,0.3309,72.88,27.19,37.42,28.87,16.0,0.1706,9.57,39.78,89.4,0.4275,0.1715,21.8,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,16,0,113,Chase Field,
10,608369,Corey Seager,TEX,SF,2026-08-04T00:05:00Z,Pre-Game,3,Logan Webb,657277,R,58.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",60.1,30.6,58.6,96.6,80.0,30.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.37,48.0,91.71,102.5807,0.4801,0.2378,0.3524,72.01,15.79,42.18,30.64,13.3,0.1964,6.41,39.57,88.79,0.3826,0.1289,18.65,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7473&lon=-97.0842,33,0,95,Globe Life Field,
