rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,660271,Shohei Ohtani,LAD,ATH,2026-07-02T01:40:00Z,Pre-Game,1,J.T. Ginn,669372,R,68.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",81.2,31.3,74.4,93.2,80.0,45.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,1,"Last 7 games: 9/30, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 11.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.67,55.2,94.13,104.3576,0.593,0.305,0.4187,74.96,52.24,49.57,31.92,29.1,0.2742,7.14,38.55,87.63,0.374,0.1379,22.73,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,33,0,87,Sutter Health Park,
2,805811,Bryce Eldridge,SF,AZ,2026-07-02T01:40:00Z,Pre-Game,3,Zac Gallen,668678,R,67.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",70.7,59.3,56.2,96.6,80.0,7.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 19.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.69,59.14,93.08,103.421,0.5002,0.2575,0.3685,72.97,28.16,40.86,35.79,4.2,0.1588,10.05,43.63,90.38,0.4907,0.2018,28.69,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,6,0,99,Chase Field,
3,646240,Rafael Devers,SF,AZ,2026-07-02T01:40:00Z,Pre-Game,4,Zac Gallen,668678,R,66.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",58.1,59.3,56.2,94.9,80.0,79.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 19.8 HR allowed",EV profile; pitcher fly-ball pressure modest,12.99,52.74,92.59,103.0151,0.4541,0.2231,0.3292,71.6,19.73,32.3,33.11,21.0,0.22,10.05,43.63,90.38,0.4907,0.2018,28.69,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,6,0,99,Chase Field,
4,701762,Nick Kurtz,ATH,LAD,2026-07-02T01:40:00Z,Pre-Game,2,,,,66.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot",76.6,41.2,74.4,100.0,60.0,6.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,18.43,55.86,93.68,105.6343,0.5132,0.2626,0.3832,77.97,79.0,34.18,30.7,24.1,0.2667,,,,,,,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,33,0,87,Sutter Health Park,
5,696100,Hunter Goodman,COL,MIA,2026-07-02T00:40:00Z,Warmup,3,Max Meyer,676974,R,62.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",62.3,42.7,66.7,96.6,50.0,73.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.12,46.9,91.22,103.0456,0.4751,0.2406,0.3282,75.03,50.4,49.61,32.9,27.5,0.2812,8.36,42.88,89.87,0.3914,0.1581,26.35,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,13,1,88,Coors Field,
6,681715,Heriberto Hernández,MIA,COL,2026-07-02T00:40:00Z,Warmup,4,Kyle Freeland,607536,L,62.3,Tier 3,Watch List,"Premium Lineup Spot, Platoon Edge",48.4,62.5,66.7,94.9,78.0,19.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","platoon edge; pitcher baseline 10.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.46,47.22,91.32,101.4964,0.4525,0.2019,0.3417,74.31,46.57,46.96,30.69,8.6,0.1755,10.66,45.13,90.89,0.4968,0.2029,29.64,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,13,1,88,Coors Field,
7,669065,Kyle Stowers,MIA,COL,2026-07-02T00:40:00Z,Warmup,6,Kyle Freeland,607536,L,60.7,Tier 3,Watch List,Strong Barrel,57.9,62.5,66.7,76.2,50.0,28.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","same-side matchup; pitcher baseline 10.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.64,52.49,91.03,102.9285,0.4649,0.2181,0.3449,74.93,50.86,47.32,28.14,13.1,0.2168,10.66,45.13,90.89,0.4968,0.2029,29.64,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,13,1,88,Coors Field,
8,571970,Max Muncy,LAD,ATH,2026-07-02T01:40:00Z,Pre-Game,4,J.T. Ginn,669372,R,60.7,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",59.0,31.3,74.4,94.9,80.0,40.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.37,47.16,90.53,101.5696,0.5033,0.252,0.3719,71.48,13.94,52.27,34.74,17.6,0.241,7.14,38.55,87.63,0.374,0.1379,22.73,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,33,0,87,Sutter Health Park,
9,682674,Victor Bericoto,SF,AZ,2026-07-02T01:40:00Z,Pre-Game,7,Zac Gallen,668678,R,60.0,Tier 3,Watch List,"Strong Barrel, Hot Hitter/Streak",61.6,59.3,56.2,64.3,50.0,71.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 19.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.0,48.0,89.4,100.8581,0.458,0.269,0.28,74.7,50.7,40.0,32.0,3.0,0.285,10.05,43.63,90.38,0.4907,0.2018,28.69,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,6,0,99,Chase Field,
10,666160,Mickey Moniak,COL,MIA,2026-07-02T00:40:00Z,Warmup,2,Max Meyer,676974,R,59.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.1,42.7,66.7,100.0,80.0,18.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 9.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.96,41.73,89.63,100.3599,0.4627,0.2287,0.3188,74.15,43.42,51.21,39.64,16.3,0.2851,8.36,42.88,89.87,0.3914,0.1581,26.35,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,13,1,88,Coors Field,
