rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,682998,Corbin Carroll,AZ,SD,2026-08-05T01:40:00Z,Pre-Game,1,Randy Vásquez,681190,R,65.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.6,65.5,62.2,93.2,80.0,25.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,1,"Last 7 games: 5/30, 1 HR","platoon edge; pitcher baseline 11.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,49.48,91.89,102.5467,0.4709,0.2187,0.3531,75.23,54.75,44.5,30.81,20.5,0.2449,11.46,43.92,90.92,0.5167,0.2259,29.16,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
2,606466,Ketel Marte,AZ,SD,2026-08-05T01:40:00Z,Pre-Game,4,Randy Vásquez,681190,R,61.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.8,64.0,62.2,94.9,75.0,8.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","switch hitter; pitcher baseline 11.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.12,44.48,90.45,102.4247,0.4913,0.2084,0.3627,74.67,45.58,49.82,27.43,21.7,0.2067,11.46,43.92,90.92,0.5167,0.2259,29.16,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
3,596146,Max Kepler,AZ,SD,2026-08-05T01:40:00Z,Pre-Game,3,Randy Vásquez,681190,R,60.0,Tier 3,Watch List,"Premium Lineup Spot, Platoon Edge",40.4,65.5,62.2,96.6,80.0,18.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 11.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.78,45.82,89.47,100.2535,0.3961,0.1706,0.3061,71.37,16.84,43.18,30.77,6.8,0.1512,11.46,43.92,90.92,0.5167,0.2259,29.16,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
4,682985,Riley Greene,DET,SEA,2026-08-05T01:40:00Z,Pre-Game,4,Emerson Hancock,676106,R,60.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",61.9,48.4,47.9,94.9,80.0,5.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.56,48.3,90.67,102.6542,0.4889,0.2354,0.3565,75.6,57.94,39.4,33.45,21.3,0.1951,8.54,43.48,89.56,0.4372,0.1766,28.73,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,57,0,76,T-Mobile Park,
5,663457,Lars Nootbaar,AZ,SD,2026-08-05T01:40:00Z,Pre-Game,6,Randy Vásquez,681190,R,58.8,Longshot,Watch List,Platoon Edge,46.2,65.5,62.2,76.2,80.0,12.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 11.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.5,50.91,91.79,101.6403,0.4161,0.1767,0.3282,73.05,34.49,38.35,26.66,6.0,0.1221,11.46,43.92,90.92,0.5167,0.2259,29.16,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
6,686527,Dominic Canzone,SEA,DET,2026-08-05T01:40:00Z,Pre-Game,3,Troy Melton,675512,R,58.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",61.3,33.2,47.9,96.6,80.0,53.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 7.7 HR allowed",EV profile; pitcher fly-ball pressure modest,14.5,47.88,92.02,102.945,0.5232,0.2437,0.3739,74.22,44.23,41.65,27.0,15.9,0.2342,6.92,40.1,89.33,0.3605,0.1428,24.07,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,57,0,76,T-Mobile Park,
7,665487,Fernando Tatis Jr.,SD,AZ,2026-08-05T01:40:00Z,Pre-Game,1,Eduardo Rodriguez,593958,L,57.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.6,42.8,62.2,93.2,78.0,24.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 16.6 HR allowed",EV profile; pitcher fly-ball pressure modest,10.65,52.57,92.53,104.2716,0.453,0.1715,0.3588,75.44,57.14,33.26,21.45,13.1,0.1339,8.62,35.27,88.06,0.4419,0.1804,26.77,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
8,592518,Manny Machado,SD,AZ,2026-08-05T01:40:00Z,Pre-Game,3,Eduardo Rodriguez,593958,L,57.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.8,42.8,62.2,96.6,78.0,9.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.5,46.32,91.29,101.8808,0.4495,0.203,0.334,74.64,44.37,41.06,28.57,24.2,0.2067,8.62,35.27,88.06,0.4419,0.1804,26.77,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
9,664034,Ty France,SD,AZ,2026-08-05T01:40:00Z,Pre-Game,4,Eduardo Rodriguez,593958,L,57.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",46.0,42.8,62.2,94.9,78.0,38.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,48.4,91.6,101.469,0.4425,0.1849,0.3336,71.77,18.83,36.22,24.2,13.3,0.1982,8.62,35.27,88.06,0.4419,0.1804,26.77,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
10,701538,Jackson Merrill,SD,AZ,2026-08-05T01:40:00Z,Pre-Game,5,Eduardo Rodriguez,593958,L,54.6,Longshot,Watch List,Strong Barrel,48.1,42.8,62.2,86.4,50.0,50.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.39,45.7,89.98,100.5523,0.4599,0.2039,0.3295,72.88,27.12,37.07,28.87,16.0,0.1699,8.62,35.27,88.06,0.4419,0.1804,26.77,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,21,1,105,Chase Field,
