rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,665052,Griffin Conine,MIA,COL,2026-07-01T00:40:00Z,Pre-Game,3,Tanner Gordon,685299,R,71.2,Tier 2,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",59.4,68.2,87.7,96.6,80.0,27.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,1,"Last 7 games: 4/22, 1 HR","platoon edge; pitcher baseline 12.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,16.48,50.62,89.15,104.6733,0.5032,0.2355,0.3676,74.26,43.69,44.91,20.61,2.7,0.2245,12.69,43.65,91.01,0.5006,0.2293,34.58,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,14,0,86,Coors Field,
2,669065,Kyle Stowers,MIA,COL,2026-07-01T00:40:00Z,Pre-Game,2,Tanner Gordon,685299,R,70.7,Tier 2,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",57.5,68.2,87.7,100.0,80.0,20.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 12.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.43,52.49,90.89,102.8138,0.4656,0.2188,0.3456,74.93,50.65,46.76,28.21,13.1,0.2112,12.69,43.65,91.01,0.5006,0.2293,34.58,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,14,0,86,Coors Field,
3,660271,Shohei Ohtani,LAD,ATH,2026-07-01T01:40:00Z,Pre-Game,1,Jeffrey Springs,605488,L,70.6,Tier 2,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot",82.0,48.0,74.9,93.2,50.0,63.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.2% barrel, 23.8 HR allowed",lift-pull EV profile; pitcher allows elevated contact,18.88,55.2,94.34,104.4444,0.5965,0.3071,0.4201,74.96,52.45,49.29,31.99,29.1,0.2763,9.22,36.6,88.02,0.4373,0.1925,32.72,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,26,0,88,Sutter Health Park,
4,696100,Hunter Goodman,COL,MIA,2026-07-01T00:40:00Z,Pre-Game,3,Eury Pérez,691587,R,70.5,Tier 2,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",62.7,61.4,87.7,96.6,50.0,77.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 13.1% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,16.19,47.11,91.36,103.0456,0.4758,0.2399,0.3296,75.03,50.12,49.4,33.04,27.5,0.2833,13.13,42.93,89.24,0.4332,0.2106,31.22,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,14,0,86,Coors Field,
5,670541,Yordan Alvarez,HOU,MIN,2026-07-01T00:10:00Z,Warmup,2,Joe Ryan,657746,R,70.1,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",84.4,50.4,58.6,100.0,80.0,2.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 14.1 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.23,53.04,94.49,104.984,0.6603,0.3399,0.4511,76.03,60.69,40.18,36.66,19.3,0.2564,10.8,42.88,89.78,0.376,0.1635,29.75,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=29.7573&lon=-95.3555,72,0,87,Daikin Park,
6,805811,Bryce Eldridge,SF,AZ,2026-07-01T01:40:00Z,Pre-Game,2,Brandon Pfaadt,694297,R,68.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",71.5,56.7,61.2,100.0,80.0,8.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 11.5% barrel, 12.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.9,59.56,93.08,103.5587,0.5065,0.2596,0.3734,72.97,28.23,41.7,35.72,4.2,0.1623,11.46,42.3,89.89,0.4702,0.2037,21.73,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,10,0,102,Chase Field,
7,666160,Mickey Moniak,COL,MIA,2026-07-01T00:40:00Z,Pre-Game,2,Eury Pérez,691587,R,66.2,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",51.8,61.4,87.7,100.0,80.0,0.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","platoon edge; pitcher baseline 13.1% barrel, 12.0 HR allowed",fly-ball profile; pitcher allows elevated contact,12.54,41.03,89.49,100.2582,0.4599,0.2266,0.3174,74.15,43.28,51.28,39.57,15.6,0.2774,13.13,42.93,89.24,0.4332,0.2106,31.22,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,14,0,86,Coors Field,
8,683357,Owen Caissie,MIA,COL,2026-07-01T00:40:00Z,Pre-Game,6,Tanner Gordon,685299,R,65.9,Tier 3,Watch List,"Strong Barrel, Good Environment, Platoon Edge",46.5,68.2,87.7,76.2,80.0,63.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,16,1,Contact streak: 7/16 over last 7 games,"platoon edge; pitcher baseline 12.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.49,38.69,90.17,100.5201,0.3782,0.1713,0.2803,74.87,53.66,29.57,29.57,6.6,0.182,12.69,43.65,91.01,0.5006,0.2293,34.58,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,14,0,86,Coors Field,
9,646240,Rafael Devers,SF,AZ,2026-07-01T01:40:00Z,Pre-Game,4,Brandon Pfaadt,694297,R,65.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.0,56.7,61.2,94.9,80.0,75.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.5% barrel, 12.7 HR allowed",EV profile; pitcher fly-ball pressure modest,12.71,52.81,92.52,102.9604,0.4478,0.2182,0.325,71.6,19.73,32.51,32.69,20.3,0.2144,11.46,42.3,89.89,0.4702,0.2037,21.73,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,10,0,102,Chase Field,
10,701762,Nick Kurtz,ATH,LAD,2026-07-01T01:40:00Z,Pre-Game,3,Justin Wrobleski,680736,L,64.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot",76.9,41.1,74.9,96.6,50.0,5.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 6.7 HR allowed",EV profile; pitcher fly-ball pressure modest,18.43,55.86,93.68,105.6343,0.5167,0.2647,0.3846,77.97,79.07,34.18,30.7,24.1,0.2681,6.53,45.35,90.95,0.4101,0.1472,28.35,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.5804&lon=-121.5139,26,0,88,Sutter Health Park,
